_id,name,image,basename,suggestion,status
6a23b3b392db199d11735bb5,"ToDiagram"],/uploads/gh-pack/todiagram-logo-wordmark--light.png,,,ok
6a23b3b492db199d11735bb6,"Imgbot"],/uploads/gh-pack/logo-imgbot-e8cbd1af30866bee9b74e5fc6166afe2ae6fe5e61362d1972555396ace8d9830.jpg,,,ok
6a23b3b492db199d11735bb7,"InterviewCake"],/uploads/gh-pack/logo-interviewcake-cb40d3fb50890729e960f6e95b6bdc4f85e69ebad14ef5a7657f6a5eb2706b2f.jpg,,,ok
6a23b3b492db199d11735bb8,"Requestly"],/uploads/gh-pack/Requestly Logo.png,,,ok
6a23b3b492db199d11735bb9,"Blackfire"],/uploads/gh-pack/logo-blackfire-bc735e26d7597c646d6575a1c4b10d8cd470b03e0550c59acc25d05aa6dd2a3a.jpg,,,ok
6a23b3b492db199d11735bba,"Adafruit"],/uploads/gh-pack/logo-adafruit-8c1aa4dc6f4fe223ed1d8d932edac1398b5cc64f805dccba1dc9bcf0fc0d2d64.jpg,,,ok
6a23b3b492db199d11735bbb,"PopSQL"],/uploads/gh-pack/logo-popsql-81c7ab32033c8f9ad78f91a7be00725d613e3dba0a3f1b08bd251bcee4c6d926.jpg,,,ok
6a23b3b592db199d11735bbc,"SlideCoach"],/uploads/gh-pack/SlideCoach-Logo copy small.png,,,ok
6a23b3b592db199d11735bbd,"GoRails"],/uploads/gh-pack/logo-gorails-fd2b191a93df05028245fbf01845ee7debd277b3db9215359a32ada78e155f24.jpg,,,ok
6a23b3b592db199d11735bbe,"Doppler"],/uploads/gh-pack/logo-full-dark.png,,,ok
6a23b3b592db199d11735bbf,"Octicons"],/uploads/gh-pack/logo-full-dark.png,,,ok
6a23b3b592db199d11735bc0,"WorkingCopy"],/uploads/gh-pack/logo-workingcopy-664eb98533ffeb1a3d086e9c4d0a1e4fb6b431a3f61d5e70819b1a6a629e6383.jpg,,,ok
6a23b3b592db199d11735bc1,"Tower"],/uploads/gh-pack/logo-tower-c2bf84e4ca803601e3a179d8e4b0bc898fa545c7f4e42caf9f5fac6f22a9ceff.jpg,,,ok
6a23b3b692db199d11735bc2,"Xojo"],/uploads/gh-pack/logo-xojo-103a167c7b1a64ca92f2c6a7a17a798b0e50d1e953b7923eb68c694861a29251.jpg,,,ok
6a23b3b692db199d11735bc3,"Codecov"],/uploads/gh-pack/logo-codecov-035d0f2e6d66080dab55e239603f77507ca8aa05d49f2ea4d36d9c49f9944ad9.jpg,,,ok
6a23b3b692db199d11735bc4,"CARTO"],/uploads/gh-pack/logo-cartodb-a39687d6e75146a5834fb91b7496e1e5aa0c1328d032db4f86cdc428157bf6f5.jpg,,,ok
6a23b3b692db199d11735bc5,"DeepScan"],/uploads/gh-pack/logo-deepscan-e7ccb26a858a6fcc24dde9ff7aedea6415b01fadd10cf7718da3aaf2141f93e0.jpg,,,ok
6a23b3b692db199d11735bc6,"Blockchair"],/uploads/gh-pack/logo-blockchair-c0287e39c10fc653f9225561c9f8dc10c765adff4e2cab9fde1c6b64bbcb0e18.jpg,,,ok
6a23b3b792db199d11735bc7,"SimpleAnalytics"],/uploads/gh-pack/logo-simpleanalytics-00634f893cf6923e7b736e0a89d64068585f90ba756d5b8a12eda0b828e14f9a.jpg,,,ok
6a23b3b792db199d11735bc8,"AstraSecurity"],/uploads/gh-pack/logo-astra-b6a87e51e50740c39fb44aeb1e66683bcbe7ca096362ee1f82e70cd1e4e3a614.jpg,,,ok
6a23b3b792db199d11735bc9,"DevCycle"],/uploads/gh-pack/Color-logo-horizontal.png,,,ok
6a23b3b792db199d11735bca,"Honeybadger"],/uploads/gh-pack/logo-honeybadger-2a0f2c1697b0e92bce905a28387747f514614e87ed350f23677a549e679ae64d.jpg,,,ok
6a23b3b792db199d11735bcb,"ConfigCat"],/uploads/gh-pack/logo-configcat-43ae43e3b778505f328c2a0633a071572aa3ecce1bea9dcea16c479e47930995.jpg,,,ok
6a23b3b792db199d11735bcc,"Vaadin"],/uploads/gh-pack/logo-vaadin-f6fb52d9e85c8c6cb059e20ccdbd3bde608bb2625464d75e803abf8d53a6bb9e.jpg,,,ok
6a23b3b892db199d11735bcd,"Themeisle"],/uploads/gh-pack/logo-themeisle-a7c55c5de45d9c8e84a0b149b3ca255239c73ce315d72b892b7b421bd70e89a0.jpg,,,ok
6a23b3b892db199d11735bce,"Dashlane"],/uploads/gh-pack/logo-dashlane-d1415f28e03d7f22211516aed32d203ca7e0c197653d109fd5114f5506593050.jpg,,,ok
6a23b3b892db199d11735bcf,"SymfonyCasts"],/uploads/gh-pack/logo-symfonycasts-4f303f5edf0f0c6c1283ebf4dd5d29cb7018ba2f585c154ac61767dcae903f8c.jpg,,,ok
6a23b3b892db199d11735bd0,"Appfigures"],/uploads/gh-pack/logo-appfigures-01663c1887ce9d4c7f2a47dfcf60e910187a1722df72a056d195201f27f793ab.jpg,,,ok
6a23b74039a93c106540996f,"Intro to Copilot"],/uploads/gh-pack/Copilot Glow logo.png,,,ok
6a23b74039a93c1065409970,"Intro to GitHub"],/uploads/gh-pack/logo-communityexchange-3f2eb02545ca7c3e81beb0a464e85fb5340ec9d689133db563d1869350d6416.png,,,ok
6a23b74039a93c1065409971,"Datadog"],/uploads/gh-pack/logo-github-codespaces-ca007eb83df30ed1a42a0af821e88de650d4b038a1917fd5b6d8a92c8918da0.jpg,,,ok
6a23b74039a93c1065409972,"Codedex"],/uploads/gh-pack/bot-logo.png,,,ok
6a23b74039a93c1065409973,"Visme"],/uploads/gh-pack/visme_logo_H dark.png,,,ok
6a23b74139a93c1065409974,"Intro to Web Dev"],/uploads/gh-pack/github-web-development-kit-logo-7b7457f9366e7e245815871a994d0e2ebacdbd84549a53182b308d.png,,,ok
6a23b74139a93c1065409975,"Data Science & Machine Learning"],/uploads/gh-pack/data-science-machine-learning-logo.png,,,ok
6a23b74139a93c1065409976,"Mobile App Development"],/uploads/gh-pack/app-dev-program-logo.png,,,ok
6a23b74139a93c1065409977,"Microsoft Azure"],/uploads/gh-pack/Small NativeScript_Logo_Wide_White_Blue_Rounded_Blue.png,,,ok
6a23b74139a93c1065409978,"Launchpad: Intro to Javascript"],/uploads/gh-pack/Unofficial_JavaScript_logo_2.svg.png,,,ok
6a23b74139a93c1065409979,"DigitalOcean"],/uploads/gh-pack/logo-digitalocean-b0da822742850ce75376bf17cb4b4196f187702c1e3610a156276521515d9ebc.jpg,,,ok
6a23b74139a93c106540997a,"Name.com"],/uploads/gh-pack/Logo_Dark.png,,,ok
6a23b74139a93c106540997b,"Namecheap"],/uploads/gh-pack/logo-namecheap-83dbded15a1478949086bfbe77600dee1df082f1709c039b790def830e80d69c.jpg,,,ok
6a23b74139a93c106540997c,"GitHub"],/uploads/gh-pack/logo-github-832878ac22ac397cb61be6fcd45d6bb579d787af420c33ae30914186f2710c67.jpg,,,ok
6a23b74139a93c106540997d,"Microsoft 365"],/uploads/gh-pack/Microsoft365_logo_horiz_c-gray_rgb.png,,,ok
